baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000004776	1447.60201927943	2.29031180881643	0.746605886047524	3.06763160004158	0.00215762433183993	0.0437360274797252
ENSG00000008517	1519.34109317882	2.0791741609992	0.596891290042305	3.48333808129758	0.000495202573232399	0.0178763585794022
ENSG00000010932	52.337527914762	4.24526671986369	1.00524632160521	4.2231109217935	2.40953158308995e-05	0.0022573868745577
ENSG00000015413	31.7541178191148	4.27765673347751	1.09527039673023	3.90557139702473	9.40029978552765e-05	0.00621429134402669
ENSG00000017427	1334.8724381337	2.49911250179574	0.724666900020377	3.44863619647243	0.000563425249108228	0.0194302156940984
ENSG00000019549	556.190695801404	2.82342206305378	0.516880056886176	5.4624318068351	4.6965597077664e-08	2.200002754538e-05
ENSG00000029993	2722.75994024395	4.02856148233233	0.742334914322255	5.42687862931838	5.7348096051147e-08	2.48854839048548e-05
ENSG00000051596	258.44636764913	2.22610523866031	0.664129817396586	3.35191280431697	0.00080255291555821	0.0238151222634875
ENSG00000067113	638.267513065466	2.08344578535762	0.547987938462049	3.80199204968799	0.000143537334346059	0.00814177103829805
ENSG00000071539	104.595721315617	2.88252354328259	0.868970156152214	3.31717208338472	0.000909335898238221	0.025741402103509
ENSG00000071859	1664.78300304001	2.95869444138038	0.843767432911591	3.5065283702297	0.000453993037245644	0.0171766519514823
ENSG00000072571	60.5801188394571	3.30404982823013	0.896950731755329	3.68364695100267	0.000229920634952696	0.0109526841938483
ENSG00000073111	145.898979217106	2.95497659769975	0.793589726125255	3.72355702250277	0.000196435468218459	0.00996049330342774
ENSG00000079931	993.377971640797	2.23755153375969	0.63914299278104	3.50086218425654	0.000463755599929773	0.0174097671069508
ENSG00000084636	2743.83988646942	2.11096319525008	0.565311645847462	3.73415833683299	0.000188343981039386	0.00972054321564943
ENSG00000087245	10393.9355193748	3.4087041501439	0.6251384312506	5.45271891751196	4.96054461204527e-08	2.21803987948588e-05
